National Sustainable Agriculture Coalition,,http://sustainableagriculture.net,(202) 547-5754,info@sustainableagriculture.net
Natural Resources Canada (NRCAN),,http://www.nrcan.gc.ca/energy/efficiency/industry/cipec/5153,613-947-1223x,info.ind@nrcan.gc.ca
Natural Sciences and Engineering Research Council of Canada,,,613-995-5667,remy.chabot@nserc-crsng.gc.ca
Naval Research Laboratory,,,,
Nebraska State Fair,,,,
Nellis AFB,,,,KOSCPres@gmail.com
Neuhaus Foundation,,,,
New Orleans,,,,miramarMSCpresident@gmail.com
NEW ORLEANS ARTISTS AGAINST HUNGER & HOMELESSNESS INC-LOYOLA UNIV,72-1121335,http://WWW.noaahh.org,504.782.8907,secordray@bellsouth.net
New York State Council on the Arts,,http://www.nysca.org/,(212) 459-8800,
New York State Dept. of Environmental Conservation,,,,
New York State Regional Economic Development Council,,,,
Nicholas B Ottaway Foundation Inc,14-1505939,http://www.nbofoundation.org/,,
Nicholas Patterson Perpetual Fund,,,,
NJDOH Office of Population Health,,,,
NOAA,,,,
North Face Explore Fund,,,,
North Face Explorer Fund,,https://www.thenorthface.com/about-us/outdoor-exploration/explore-fund/application.html,,TNFEXPLOREFUND@GMAIL.COM
Northern Chautauqua Community Foundation,,,,
Northern Ontario Heritage Fund Corporation,,http://nohfc.ca/en/programs/strategic-economic-infrastructure-program,1-800-461-8329,nohfc.ndm@ontario.ca
Northface Explore Fund,,https://www.thenorthface.com/about-us/outdoor-exploration/explore-fund.ht,,info@outdoorfoundation.org
Northwest Horticultural Society,,http://www.northwesthort.org/about/grants/,,
Norvartis,,https://www.novartis.com/,,
NOSC San Diego,,,,newriverOSC@gmail.com
NOT A FIT - ALCOA FOUNDATION,25-1128857,,,
NOT A FIT - Anna-Maria Moggio,,,,
NOT A FIT - B Street Foundation,,,401-274-1550,
NOT A FIT - Bank of America,,http://about.bankofamerica.com/en-us/global-impact/find-grants-sponsorships.html#fbid=P9Zx)nB1bAL,800-218-9946,
NOT A FIT - Blue Planet Marine Research Foundation,,,818-285-0400,
NOT A FIT - Exelon Corporation Foundation,,https://www.exelonfoundation.org,312-394-2200,excelonfoundation@exeloncorp.com
NOT A FIT - Florian O Bartlett Foundation,,https://www.bankofamerica.com/grantmaking,,ma.grantmaking@utrust.com
NOT A FIT - Germeshausen Foundation Inc.,,https://www.germeshausen.org,617-526-6610,trustee@germeshausen.org
NOT A FIT - Gidwitz Family Foundation,,,,
NOT A FIT - Gilbert Verney Foundation,,,603-588-3311,
"NOT A FIT - Hermann Foundation, Inc.",,,508-756-4657,
NOT A FIT - Ida S. Charlton Charity Foundation,,,,
NOT A FIT - INIVITATION ONLY - Herma Moeller Procopiadi Foundation,,,,
NOT A FIT - INVITATION ONLY - Aloha Foundation,,,,
NOT A FIT - INVITATION ONLY - Apple Pickers Foundation,,,401.596.8960,
NOT A FIT - INVITATION ONLY - Cameron and Jane Baird Foundation,,,,
NOT A FIT - INVITATION ONLY - Croll Foundation,,,,
NOT A FIT - INVITATION ONLY - Del Prete Family Foundation,,,,
NOT A FIT - INVITATION ONLY - E.J. & V.M. Routhier Foundation,,,,
NOT A FIT - INVITATION ONLY - Edward W. Kane & Martha J. Wallace Family Foundation,,,,
NOT A FIT - INVITATION ONLY - Enable Hope Foundation,,,,
NOT A FIT - INVITATION ONLY - Foundation 3311,,,,
"NOT A FIT - INVITATION ONLY - Fresh Sound Foundation, Inc.",,http://freshsoundfoundation.org/,,info@freshsoundfoundation.org
"NOT A FIT - INVITATION ONLY - Harry M., Miriam C. & William C. Horton Foundation",,,8888663275,
NOT A FIT - INVITATION ONLY - Henry B. Plant Memorial Fund,,,,
NOT A FIT - INVITATION ONLY - Sacajawea Charitable Foundation,04-6891321,,,
NOT A FIT - INVITATION ONLY - Seelert Foundation Inc,06-1601116,,203-972-7478,
NOT A FIT - INVITATION ONLY - The Aksel Nielsen Foundation,,,,
NOT A FIT - INVITATION ONLY - The Alice I. Sullivan Charitable Foundation,,https://www.collettefoundation.org/blog,,
NOT A FIT - INVITATION ONLY - The Barber Family Foundation,,,,
NOT A FIT - INVITATION ONLY - The Bluestone Foundation,,,,
NOT A FIT - INVITATION ONLY - The Chester Kitchings Family Foundation,,,,
NOT A FIT - INVITATION ONLY - The Clinton H. & Wilma T. Shattuck Foundation,,,,
NOT A FIT - INVITATION ONLY - The Compass Fund,,,,
NOT A FIT - INVITATION ONLY - The Cove Charitable Trust,,,,
NOT A FIT - INVITATION ONLY - The Grace Allsop Foundation,,,,
NOT A FIT - INVITATION ONLY - The Henry P Kendall Foundation,,,,
NOT A FIT - INVITATION ONLY - The Howard Bayne Fund,,,,
NOT A FIT - INVITATION ONLY - The Hunter Grubb Foundation,,,,
NOT A FIT - INVITATION ONLY - WILLIAM C BULLITT FOUNDATION INC,13-4183316,,,
NOT A FIT - INVITATION ONLY -Amy J Bare Foundation,,,,
NOT A FIT - INVITATION ONLY -Galkin Private Foundation,,,,
NOT A FIT - INVITATION ONLY -Godley Foundation,,,,
NOT A FIT - INVITATION ONLY -The Feibelman Foundation,,,,
NOT A FIT - INVITATION ONLY -The Gerald R. Jordan Foundation,,,(617) 261-9800,
NOT A FIT - INVITATION ONLY- The Donald Salmanson Foundation,,,,
NOT A FIT - INVITATION ONLY- The Howell Family Charitable Foundation,,,,
NOT A FIT - Ladera Foundation,,,617-262-8300,
NOT A FIT - Lloyd G. Balfour Foundation,,,866-778-6859,ma.grantmaking@ustrust.com
NOT A FIT - Narragansett Preservation and Improvement Association,,,401-277-0170,
NOT A FIT - Nathan Cummings Foundation,,https://www.nathancummings.org,212-787-7300,contact@nathancummings.org
NOT A FIT - New England Biolabs Foundation,,,,
NOT A FIT - Raytheon,,,,
NOT A FIT - Saint-Gobain Corporation Foundation Inc,23-7423043,,,
NOT A FIT - Samuel Rubin Foundation,,https://www.samuelrubinfoundation.org,617-547-0444,office@samuelrubinfoundation.org
NOT A FIT - SEARLE FREEDOM TRUST,36-7244615,,,
NOT A FIT - Sidney Stern Memorial Trust,,https://www.sidneysternmemorialtrust.org,,info@sidneysternmemorialtrust.org
NOT A FIT - The Abelard Foundation,,https://fdnweb.org/abelardeast/,,
NOT A FIT - The Clowes Fund Inc.,,https://www.clowesfund.org,317-833-0144,staff@clowesfund.org
NOT A FIT - The Collis Foundation,,,,
NOT A FIT - The Fuller Foundation,,https://www.fullerfoundation.org,603-964-6998,ATfuller@aol.com
NOT A FIT - The John Merck Fund,,https://www.jmfund.org,617-556-4120,info@jmfund.org
NOT A FIT - The McCausland Foundation,,,,
NOT A FIT - The Seth Sprague Education and Charitable Foundation,,,646-855-1011,
NOT A FIT - The Sweetgrass Foundation Inc.,,,678-538-2000,
NOT A FIT - Thomas Anthony Pappas Charitable Foundation Inc,51-0153284,,,
NOT A FIT - Van Liew Family Foundation,20-3975335,,,
NOT A FIT - William and Flora Hewlett Foundation,,https://www.hewlett.org,650-234-4500,
NOT A FIT - WOONSOCKET ROTARY CHARITIES FOUNDATION INC,22-3115037,,,
NOT A FIT -Wright Cook Foundation,,,215-419-6000,
NOT A FIT- Carlee Charitable Trust,,,617-523-6531,
NOT A FIT- Ernst E. Stempel Foundation,,,,
NOT A FIT- Harold Whitworth Pierce Charitable Trust,,https://ww.piercetrust.org,617-523-8368,piercetrust@nichols-pratt.com
NOT A FIT- INVITATION ONLY - CCJ Foundation,,,,
NOT A FIT- Norman Foundation,,https://normanfdn.org,212-230-9830,norman@normanfdn.org
NWSC Dahlgren,,,,YumaOSC@gmail.com
NYC Civic Corps,,,,
NYS Council on the Arts (NYSCA),,www.nysca.org,212-627-4455,
NYS Dept. of Health,,,,
NYS Dept. of Labor,,,,
NYS Office for New Americans,,,,
NYSCA,,,212-459-8829,susan.peirez@arts.ny.gov
Offutt AFB,,,,
OJJDP-Office of Juvenile Justice and Delinquency Prevention,,,,
Okta,,,,
OLIVER DEWEY MARCKS FOUNDATION,38-6081311,,,
OLYMPIA KIWANIS FOUNDATION,77-0691595,http://www.olympiakiwanis.org/default.aspx/MenuItemID/96/MenuGroup/Committees.htm,,wofield@comcast.net
"Ontario Ministry of Economic Development, Employment and Infrastructure",,https://www.ontario.ca/page/eastern-ontario-development-fund,(613) 542-7266,EasternRegionBAS@ontario.ca
Open Society,,,,
Operation Blessing International Relief Development Corp.,54-1382657,http://www.operationblessing.org,757-226-3401,
Osan,,,,mosc.mcconnell@gmail.com
Osu Folk Club Thrift Shop Foundation,41-2256427,,,
OWL Foundation,,,,
P&G Strategic Grant,81-5126738,http://handsandpaws518.com,518-877-7150,handsandpaws518@gmail.com
Pacific Palisades Rotary Club,,,,
PATRICK P LEE FOUNDATION INC,45-3845576,HTTP://www.patrickpleefoundation.org,716-844-3100,
Paul Mitchell Systems,,,,
Payday Works Solution,,,(714) 467-3434,
"Perdue Farms, Inc.",,http://www.perduefarms.com,1-800-473-7383,
Perkin Fund,13-6222498,,978-468-2266,theperkinfund@verizon.net
Peter and Elizabeth C. Tower Foundation,,http://www.thetowerfoundation.org,716.689.0370,
Peter C. Cornell Trust,,,,
Peyback Foundation,,http://www.peytonmanning.com,317-257-2313,peyback@peytonmanning.com
PHILLIP AND ELIZABETH FILMER MEMORIAL CHARITABLE TRUST,20-3341412,,,
Pierce Family Charitable Fund,,,,
Pillsbury Family Resources,,,,
PNC Advisors Charitable,,https://www.pnc.com/en/about-pnc/corporate-responsibility/philanthropy/charitable-trusts.html,412-762-5157,leslie_carter@pnc.com
Premier Cares,,,,
Presbyterian Hospital Foundation,58-1413074,Novanthealth.org,704-384-5331,
Preservation League of NY State,,www.preservenys.org,(518) 462-5658 x 10,etobin@preservenys.org
PROTEUS FUND INC,04-3243004,http://www.proteusfund.org,,
Pumpkin Hill Foundation,02-0500977,,,
Quantico,,,,PARRISISLANDOSC@GMAIL.COM
R Harold Burton Foundation,,,,
R J MCELROY TRUST,42-6173496,https://mcelroytrust.org/,,vangorp@mcelroytrust.org
Radio Systems Corporation,,http://www.petsafe.net/about-us/community-outreach,,
Ralph C Sheldon Foundation Inc,16-6030502,,716-485-6974,
RALPH L AND WINIFRED E POLK FOUNDATION,38-6080075,,,
Ralph Wilson Jr. Foundation Field of Interest Funds,,,,
Ramstein,,,,scholarshipsmosc@gmail.com
Randolph AFB,,,,welfare@misawaosc.org
Rawlins Co. CF,,http://www.gnwkcf.org,,
Reach Out West End Inc,95-2642747,www.we-reachout.org,909-9828641,
Reader's Digest Partners for Sight Foundation,,,,
Recreational Equipment Inc.,,https://www.rei.com,,
RedRover Foundation,,,,
Redstone Arsenal,,,,charitabledonations@mbosc.net
"REGINALD A. & ELIZABETH S. LENNA FOUNDATION, INC",11-2800733,http://crcfonline.org/chautauquagrants/our-funders/lenna-foundation/,,
Regions Bank Foundation Grants,,,,
Rex and Nelle Jackson Foundation,37-0864913,,,
Richard C Devereaux Foundation,38-2638858,,,
Richard Saltonstall Charitable Foundation,04-6078934,,,
RITA AND ALEX HILLMAN FOUNDATION - Innovations in Care,13-2560546,http://rahf.org,(212) 265-3115,
River Network,,,720-930-4810,dtoledo@rivernetwork.org
Robert E Lamb Foundation,81-0606210,,,
Robert J. and Martha B. Fierle Foundation,,,,
Robins AFB,,,,
Rock Island Arsenal,,,,
Rock Island Arsenal Weapons,,,,charities@milspousenewport.org
Rose Community Foundation Roots & Branches,,,303-398-7400,
Rotary Club of Independence,,,,
ROYCE FAMILY FUND INC,13-3318620,,,
Rural Health,,,,
Russell Simmons,,http://russellsimmons.com,,
Ruth Eleanor Bamberger and John Ernest Bamberger Memorial Foundation,,,,
Salina Charities League Inc,23-7039761,,,sclgrantapplication@gmail.com
SAMSHA GAINS Center,,,,mrobbins@prainc.com
Samuel L Westerman Foundation,23-7108795,,,
San Diego CPO Spouses Assoc.,,,,paxspouses@paxosc.org
Sandler Foundation,94-3147856,,,
Sarah K Decoizart Perpetual Charitable Tr Art 10,13-7046581,,,
SC State Housing Finance and Development Authority,,http://www.schousing.com/,(803) 896-9001,
Schofield Field,,,,president@pearlharborsosa.org
Schumann Center for Media & Democracy,,,,
SCHWARTZ FAMILY FOUNDATION,38-6059415,,,
Scott AFB,,,,charity@noscdc.com
SEAGEARS FAMILY FOUNDATION,54-1899835,,,
Seligman Family Foundation,38-2972397,,,
Seneca Gaming Corporation,,,,
Service Canada,,https://www.canada.ca/en/employment-social-development/services/funding/career-focus.html,1-800-935-5555,NC-DGPO_POB_OC_CF-GD@hrsdc-rhdcc.gc.ca
Seymour Johnson AFB,,,,charitable.requests.nasc@gmail.com
Shaw AFB,,,,president@mowcnola.org
Shaw AFB - Enlisted,,,,NOSCSanDiego@gmail.com
SHEA FOUNDATION,95-6027824,,,
Shelly and Marvin Johnson Foundation,,,,
Sheppard AFB,,,,
Sherman Co. CF,,,,
Shields Family Fund c/o Denver Foundation,,,,
Shoolman Foundation,,,,
Sigmund & Sophie Rohlik Foundation,38-6056443,,,
Simple Gifts Fund,,,,
Smart Wool Corporate Advocacy Program,,,,
"Sodexo Stop Hunger Foundation, Inc.",31-1652380,HelpStopHunger.org,800-763-3946,
South Carolina Electric and Gas,,,,
Southern California Edison (SCE),,,,
Southern Oklahoma Memorial Foundation Inc,73-1300662,http://www.somfardmore.org,(580) 226-0700.,lapulliam@sbcglobal.net
SOUTHWEST MONTANA ARTS COUNCIL,81-0494053,,,
Spangdahlem,,,,tinkerspouses@gmail.com
Special People in Need (SPIN),,,,
Squaxin Island Tribe,,,,
ST JUDE MEDICAL FOUNDATION,41-1868372,https://www.sjmfoundation.com/,,
St. Faith's House Foundation,,,,
STACEY & DONALD KIVOWITZ CHARITABLE FOUNDATION,20-0101532,,,
State Department of Education,,,,
Statler Foundation,,,,
Stevens Square Foundation,41-1380920,,,
Stewart Huston Charitable Fund,,,,
Stewart's Foundation,,,,
Stollman Foundation,38-6086417,,,
Subaru Share the Love,,,,
Submarine Association,,,,INFO@OFFUTTOSC.bom
Sun Life Financial,,http://www.sunlife.com,,
Susan Harwood,,,,
SWANEE HUNT FAMILY FOUNDATION,84-1101901,,,
Taco Time Northwest Foundation,,http://www.tacotimenw.com/foundation,,
Tahoe Womens Fund,,http://www.tahoewomenscommunityfund.org/,,tahoewomensfund@gmail.com
Talbot Family Foundation,06-1641448,,406-556-0239,
Tarky Lombardi Foundation Inc,16-0966705,,,
Tew Foundation,91-1817398,,,
Texas A&M University,,,,
Texas Instruments Corporation,,,,
Texas Regional Collaboratives,,,,
The A C Kobayashi Family Foundation Inc,99-0282744,,,
The Allerton Foundation Inc,23-3035225,,,
The Almar Family Foundation,,,,
The Baird Foundation,,http://www.thepartnership.org/member-directory/civic-orgsassoc/the-baird-foundation/,,
THE CENTURY FOUNDATION INC,13-1624235,http://www.tcf.org,,
The Chatlos Foundation,,,,
The Colorado Health Foundation,,,,
THE CUPID FOUNDATION INC,26-1300940,,,
The Endeavor Foundation Inc,13-6147952,,,
The Francesco and Mary Giambelli Foundation Inc,,,,
The Frank J. Antun Foundation,,,,
The Gibney Family Foundation,,,,
"The Glancy Foundation, Inc.",58-2116482,,,
The Goodwin Family Memorial Trust,,https://www.wellsfargo.com/private-foundations/goodwin-family-memorial-trust/,,
THE HARRY & JEANETTE WEINBERG FOUNDATION INC,52-6037034,,,
The Higgins Family Charitable Foundation,03-0569654,,,
THE KEMMONS WILSON FAMILY FOUNDATION,62-6046687,,,
The Korean Foundation,,,,
The Kroger Co. Foundation,,,,
The Loyal Bigelow and Jededia Dewey Foundation,91-2101719,,,frutherford@comcast.net
The Lucky Seven Foundation,91-1722000,https://online.foundationsource.com/public/home/luckyseven,,
The Murrell Foundation,75-2344755,,,
The Outdoor Foundation,84-1549065,http://www.outdoorfoundation.org/,,
THE RITA AND ALEX HILLMAN FOUNDATION,13-2560546,http://www.rahf.org/,212-265-3115,innovationsincare@rahf.org
The Si Redd & Tamara Redd Charitable Foundation,88-0291338,,,
The Stars Foundation of Thurston County,91-2084967,,,
The Summit Foundation,74-2341399,http://www.summitfoundation.org,970-453-5970,
The Teck Foundation,51-6183602,,,
THE THRESHOLD FOUNDATION,13-3028214,http://www.thresholdfoundation.org,,
The Tianaderrah Foundation C/O Robert L Gipson,16-6445118,,(607)369-9401,
THE VANDERBILT FAMILY FOUNDATION,04-2743143,,,
The Village Club Foundation,38-1690100,http://www.thevillageclub.org/Default.aspx?p=dynamicmodule&pageid=395110&ssid=319142&vnf=1,,
"The William C. Bullitt Foundation, Inc.",13-4183316,http://www.wcbullittfound.org/,(212) 485-6006,info@wcbullittfound.org
The Women United (formerly Women's Leadership Council),,https://www.unitedway-thurston.org/women-united,,
Thomas & Dorothy Leavey Foundation,,,,
Tidewater Naval Bases,,,,
Tinker AFB,,,,general@teamosansc.com
TN Administrative Office of the Courts,,,,
TN Department of Children's Services,,,,
Toby Cassels Foundation,47-2523015,,,
TOM AND FRANCES LEACH FOUNDATION,,,,
"Toys R Us Children's Fund, Inc.",,,,
Travis AFB,,,,
Trinity Wall Street,,,,
Turner Foundation Inc.,58-1924590,,,
TwentyNine Palms,,,,Welfare@RamsteinOSC.org
Tyndall AFB,,,,Rosc201314@gmail.com
U.S. Department of Education,,,,
U.S. Department of Energy via Western Area Power Administrations,,,,
U.S. Department of Justice - Bureau of Justice Assistance (BJA),,https://www.bja.gov/,,
U.S. Department of Justice - National Institute of Corrections (NIC),,http://nicic.gov/,,
Umpqua Bank Foundation,,,,
Unimin Corporation,,,,
Unitarian Universalist Congregation at Shelter Rock (Veatch Program),,http://www.uucsr.org/veatch.asp/,,
Unitarian Universalist Fund for a Just Society,,http://www.uufunding.org/fund-for-a-just-society.html,,
United Community Bank Charitable Foundation,,,,UCBCharitableFoundation@bankucb1.com
United States Department of Commerce,,,,
United Way of Alamance,,,,
"United Way of Madison, AL",,,,
Universal Forest Products Foundation,38-3161777,http://www.ufpi.com/en/about-ufp/foundation.aspx,,
Unknown,,,,
US Naval Academy,,,,rsacwccommunityassistance@gmail.com
USAF Academy,,,,scholaship@robinsosc.com
V KANN RASMUSSEN FOUNDATION INC,46-2283123,,,
Vandenburg AFB,,,,robinsesc@gmail.com
VANDY CHARITABLE FOUNDATION INC,57-1029335,,,
Variety the Children's Charity,,,,
Varnum,,,313/481-7300,
Vaughan Foundation,38-3355160,,,
VESPER FOUNDATION,23-6251198,,,
Veterans Support Foundation,13-3648561,http://www.vsf-usa.org,301-585-4000,
Veterans United Foundation,45-3630533,http://www.enhancelives.com,573-876-2600,
Vetri Community Partners,26-3552858,http://www.vetricommunity.org,215-600-2630,info@vetricommunity.org
Victims of Crime Act,,,,
Vidda Foundation,13-2981105,,,
Video Insight,,,,
Vincent and Harriet Palisano Foundation,,,,
VIRGIN UNITE USA INC,20-3963486,http://WWW.VIRGINUNITE.ORG,,
Virginia Department of Education,,http://www.doe.virginia.gov/index.shtml,,
Vogt Family Foundation,,,,
VSP Global,,https://vspglobal.com/cms/vspglobal-outreach/home.html,,
W L LYONS BROWN JR CHARITABLE FOUNDATION INC,61-1233038,,,
Walbridge Fund,13-3936131,,,
Walsh Environmental,,,303-443-3282,kstevenson@walshenv.com
"Walt Disney/ General Mills, Thanks to Feeding America",,,312-263-2303,
"Walter S. Rosenberry, III Charitable Trust",,,651-228-0935,
Walton Family Foundation Inc.,13-3441466,,,
Warner Norcross & Judd LLP,,,248.784.5000,
Warren AFB,,,,riawcPresident@yahoo.com
Washington State Dept of Commerce,,http://www.commerce.wa.gov/,,
WASHINGTON WOMEN’S FOUNDATION,,,,
Waterfowl Research Foundation Inc,13-6122167,,,
Wayne Duddlesten Foundation,76-0003093,,,
Wayzata Community Church,41-0744079,www.wayzatacommunitychurch.org,952-473-8877,
Weezie Foundation,,,,
WELFARE FOUNDATION INC,51-6015916,,,
West Paw Design,,http://www.westpawdesign.com,406-548-6239,
"West Pharmaceutical Services, Inc.",,,,
West Point,,,,riawcpresident@yahoo.com
Western New York Foundation,,,,
Western States Bank,,https://wsb.bank/giving/,,
Westport Fund,44-6007971,,,
Whiteman AFB,,,,sdcposa.dcf@gmail.com
Widener Memorial Foundation in Aid of Handicapped Children,23-6267223,,,
Wiesbaden,,,,welfarehuionawahine@gmail.com
Wild & Scenic Stewardship Council,,,,
William and Sharon Hahn Foundation Inc,38-3549321,,,
William G and Marie Selby Foundation,,http://selbyfdn.org,941-957-0442,ejones@selbyfdn.org
William G Pomeroy Foundation,20-6572301,http://www.wgpfoundation.org/,(315) 913-4060,info@wgpfoundation.org
William Gilmore Foundation,,,415.561.6540 x 228,evalentine@pfs-llc.net
WILLIAMS FAMILY FUND,38-2837463,,,
Williamsburg Health Foundation,,http://williamsburghealthfoundation.org/,,
Willis C. Helm Charitable Trust,,https://www.wellsfargo.com/private-foundations/helm-charitable-trust,,
Windgate Foundation,,,,
Windmill Foundation,33-1195770,,,
Wingate Charitable Foundation,,,501-565-8121,sokolloh@arkansasfoodbank.org
Winifred Crawford Dibert Foundation,,http://crcfonline.org/chautauquagrants/our-funders/winfred-crawford-dibert-foundation/,,
Winifred Crawford Dilbert Foundation,,,,
WISE Awards-Qatar Foundation,,http://www.wise-qatar.org/sites/default/files/2017_wise_awards_brochure_0.pdf,,
Women's Philharmonic Advocacy,,http://www.wophil.org/,,grants@wophil.org
Workforce Development Institute of WNY,,,,
World Heritage Foundation,38-2640416,,,
Wright-Patterson AFB,,,,charitablecommitteeSSClub@gmail.com
YLC Grant,,,,
Yokota,,,,sjoscwelfaretreasurer@gmail.com
Yongsan American Forces,,,,presidentsosc@gmail.com
Zama,,,,osc29grants@gmail.com
Zemsky Family Foundation,,,,
